# BUSCO version is: 2.0.1 ,,,,
"# The lineage dataset is: embryophyta_odb9 (Creation date: 2016-02-13, number of species: 30, number of BUSCOs: 1440)",,,,
# To reproduce this run: python /home/deepseq/tool/BUSCO_v2.0.1/BUSCO.py -i GIGMd_Trinity_Assembled_Supertranscripts_morethanquinientos.fasta.fa.ca -o 202004060334-TCNJ6C9A7M6N71CB_GIGMd_Trinity_500to10000 -l /home/deepseq/tool/BUSCO_v2.0.1/embryophyta_odb9/ -m tran -c 32 -sp arabidopsis,,,,
#,,,,
# Busco id,Status,Sequence,Score,Length
EOG09360K87,Complete,C0000009310_TRINITY_DN8899_c0_g2,378.9,204
EOG09360K8B,Complete,C0000003219_TRINITY_DN20261_c0_g1,266.9,143
EOG09360K8L,Complete,C0000010462_TRINITY_DN6059_c0_g1,367.1,175
EOG09360K9G,Complete,C0000009685_TRINITY_DN1978_c0_g1,226.1,223
EOG09360KAB,Fragmented,C0000019214_TRINITY_DN8771_c0_g1,234.3,151
EOG09360KB8,Missing,,,
EOG09360KBD,Fragmented,C0000008142_TRINITY_DN29142_c1_g1,266.3,179
EOG09360KBS,Complete,C0000017178_TRINITY_DN2762_c0_g1,92.7,187
EOG09360KCW,Complete,C0000014897_TRINITY_DN9797_c0_g1,369.9,307
EOG09360KEM,Complete,C0000012445_TRINITY_DN2133_c0_g1,202.9,267
EOG09360KES,Fragmented,C0000003223_TRINITY_DN34835_c0_g1,284.2,153
EOG09360KF8,Fragmented,C0000000621_TRINITY_DN17145_c0_g1,291.4,156
EOG09360KFU,Missing,,,
EOG09360KG8,Complete,C0000011350_TRINITY_DN35036_c0_g1,431.3,258
EOG09360KGN,Complete,C0000015565_TRINITY_DN3641_c0_g1,531.3,257
EOG09360KH1,Missing,,,
EOG09360KHE,Missing,,,
EOG09360KJA,Fragmented,C0000004653_TRINITY_DN19956_c0_g1,303.1,149
EOG09360KKY,Complete,C0000009742_TRINITY_DN29155_c0_g1,318.1,191
EOG09360KLG,Complete,C0000010448_TRINITY_DN7386_c0_g1,339.1,196
EOG09360KLO,Complete,C0000016130_TRINITY_DN19551_c0_g1,379.2,213
EOG09360KMC,Complete,C0000012310_TRINITY_DN6555_c0_g1,498.3,270
EOG09360KOT,Complete,C0000012770_TRINITY_DN31553_c0_g1,355.4,193
EOG09360KOU,Complete,C0000009740_TRINITY_DN24137_c0_g1,356.5,197
EOG09360KOY,Missing,,,
EOG09360KPV,Missing,,,
EOG09360KQ2,Complete,C0000009059_TRINITY_DN7027_c0_g1,296.5,197
EOG09360KRQ,Complete,C0000009906_TRINITY_DN21447_c0_g1,298.7,156
EOG09360KTE,Complete,C0000008502_TRINITY_DN15554_c0_g1,375.2,201
EOG09360KUC,Complete,C0000009664_TRINITY_DN13127_c0_g1,296.7,214
EOG09360KV4,Complete,C0000007964_TRINITY_DN8918_c0_g1,282.7,174
EOG09360KVM,Duplicated,C0000014772_TRINITY_DN4387_c0_g1,471.4,245
EOG09360KVM,Duplicated,C0000015756_TRINITY_DN4387_c0_g2,449.0,249
EOG09360KZ4,Duplicated,C0000006602_TRINITY_DN7787_c1_g2,283.4,203
EOG09360KZ4,Duplicated,C0000010660_TRINITY_DN7787_c1_g1,312.8,202
EOG09360KZ9,Duplicated,C0000012513_TRINITY_DN4795_c0_g1,389.3,188
EOG09360KZ9,Duplicated,C0000014648_TRINITY_DN4795_c0_g2,388.8,188
EOG09360L09,Missing,,,
EOG09360L1R,Fragmented,C0000011482_TRINITY_DN35090_c0_g1,273.2,165
EOG09360L3B,Complete,C0000010859_TRINITY_DN20509_c0_g1,376.5,209
EOG09360L3E,Complete,C0000008981_TRINITY_DN1433_c0_g1,202.5,136
EOG09360L3V,Complete,C0000006215_TRINITY_DN25493_c0_g1,210.4,134
EOG09360L5N,Fragmented,C0000002089_TRINITY_DN29818_c0_g1,121.0,97
EOG09360L5O,Complete,C0000015489_TRINITY_DN24123_c0_g1,414.2,343
EOG09360L6F,Missing,,,
EOG09360L6S,Complete,C0000012018_TRINITY_DN15944_c0_g1,363.0,198
EOG09360L7I,Complete,C0000011359_TRINITY_DN15637_c0_g2,310.7,212
EOG09360L9K,Duplicated,C0000008907_TRINITY_DN11581_c0_g1,310.6,165
EOG09360L9K,Duplicated,C0000008908_TRINITY_DN11581_c0_g2,310.1,165
EOG09360LA3,Missing,,,
EOG09360LAA,Complete,C0000011952_TRINITY_DN15764_c0_g1,431.4,237
EOG09360LCF,Complete,C0000010731_TRINITY_DN15675_c0_g1,341.7,177
EOG09360LCK,Missing,,,
EOG09360LDJ,Complete,C0000007949_TRINITY_DN12663_c0_g1,253.9,164
EOG09360LE4,Complete,C0000008418_TRINITY_DN12126_c0_g1,301.9,169
EOG09360LF5,Complete,C0000013789_TRINITY_DN14896_c0_g1,259.1,200
EOG09360LF7,Missing,,,
EOG09360LFN,Missing,,,
EOG09360LFY,Duplicated,C0000006374_TRINITY_DN7416_c0_g2,270.8,151
EOG09360LFY,Duplicated,C0000019954_TRINITY_DN7416_c0_g1,268.0,151
EOG09360LG0,Complete,C0000008136_TRINITY_DN7584_c1_g1,435.3,210
EOG09360LG2,Complete,C0000011814_TRINITY_DN1399_c0_g2,299.7,199
EOG09360LG4,Complete,C0000009417_TRINITY_DN15296_c0_g1,273.8,200
EOG09360LHO,Complete,C0000009328_TRINITY_DN8407_c0_g2,327.2,187
EOG09360LHQ,Complete,C0000012181_TRINITY_DN33961_c0_g1,323.1,212
EOG09360LHZ,Complete,C0000011042_TRINITY_DN11809_c0_g1,244.9,174
EOG09360LIN,Missing,,,
EOG09360LJ0,Missing,,,
EOG09360LJF,Complete,C0000008682_TRINITY_DN25860_c0_g1,352.9,195
EOG09360LJJ,Complete,C0000010780_TRINITY_DN35352_c0_g1,229.3,179
EOG09360LJZ,Complete,C0000009528_TRINITY_DN4145_c0_g1,360.2,190
EOG09360LK3,Fragmented,C0000006941_TRINITY_DN9631_c0_g1,105.6,68
EOG09360LK7,Duplicated,C0000008099_TRINITY_DN7384_c0_g1,311.4,174
EOG09360LK7,Duplicated,C0000013092_TRINITY_DN7384_c0_g2,309.9,174
EOG09360LL8,Complete,C0000013147_TRINITY_DN8993_c0_g2,397.5,212
EOG09360LLC,Complete,C0000009887_TRINITY_DN15669_c0_g1,301.7,181
EOG09360LMM,Fragmented,C0000012608_TRINITY_DN6751_c0_g1,179.6,108
EOG09360LN2,Complete,C0000017237_TRINITY_DN30290_c0_g1,361.6,198
EOG09360LO8,Complete,C0000013180_TRINITY_DN10806_c0_g1,171.4,209
EOG09360LPP,Complete,C0000010248_TRINITY_DN25079_c0_g1,359.6,201
EOG09360LPQ,Complete,C0000011933_TRINITY_DN6681_c0_g1,301.3,163
EOG09360LR9,Complete,C0000007237_TRINITY_DN7520_c0_g1,364.1,189
EOG09360LU3,Complete,C0000008186_TRINITY_DN30138_c0_g1,377.7,194
EOG09360LUG,Missing,,,
EOG09360LVI,Complete,C0000008590_TRINITY_DN7322_c0_g1,300.4,162
EOG09360LVN,Complete,C0000008578_TRINITY_DN11748_c0_g1,284.4,139
EOG09360LWY,Complete,C0000011080_TRINITY_DN15558_c0_g1,285.2,153
EOG09360LX9,Complete,C0000013012_TRINITY_DN9373_c0_g1,319.5,214
EOG09360LYU,Complete,C0000014386_TRINITY_DN8501_c0_g1,344.7,198
EOG09360M1I,Missing,,,
EOG09360M1L,Complete,C0000015297_TRINITY_DN16778_c0_g1,308.8,261
EOG09360M1M,Missing,,,
EOG09360M2U,Missing,,,
EOG09360M37,Complete,C0000016137_TRINITY_DN7535_c0_g1,327.1,160
EOG09360M3L,Complete,C0000009210_TRINITY_DN25320_c0_g1,230.3,162
EOG09360M5K,Missing,,,
EOG09360MCN,Complete,C0000012307_TRINITY_DN1660_c0_g1,234.1,187
EOG09360MCO,Fragmented,C0000015724_TRINITY_DN10115_c0_g1,199.8,137
EOG09360MCR,Complete,C0000008988_TRINITY_DN6822_c0_g2,248.0,170
EOG09360MCT,Complete,C0000007270_TRINITY_DN26090_c0_g1,325.1,177
EOG09360MDQ,Missing,,,
EOG09360MDX,Complete,C0000017955_TRINITY_DN29496_c0_g1,554.2,335
EOG09360MF2,Complete,C0000010380_TRINITY_DN26053_c0_g1,308.6,214
EOG09360MF6,Complete,C0000004053_TRINITY_DN588_c0_g1,268.1,157
EOG09360MGG,Complete,C0000011166_TRINITY_DN2160_c0_g1,342.6,204
EOG09360MIR,Duplicated,C0000010108_TRINITY_DN5705_c0_g1,311.0,181
EOG09360MIR,Duplicated,C0000012978_TRINITY_DN5705_c0_g2,335.0,195
EOG09360MJR,Missing,,,
EOG09360MKH,Complete,C0000012560_TRINITY_DN6125_c0_g1,354.1,180
EOG09360MNW,Complete,C0000011889_TRINITY_DN16308_c0_g1,290.2,172
EOG09360MO9,Complete,C0000007754_TRINITY_DN16789_c0_g1,293.8,174
EOG09360MQ0,Missing,,,
EOG09360MQN,Complete,C0000011402_TRINITY_DN7206_c0_g1,312.9,173
EOG09360MRP,Complete,C0000008295_TRINITY_DN2800_c0_g1,285.9,172
EOG09360MUD,Complete,C0000002257_TRINITY_DN30852_c0_g1,137.6,149
EOG09360MWT,Complete,C0000012234_TRINITY_DN4676_c0_g1,376.3,290
EOG09360MYG,Missing,,,
EOG09360MZ8,Missing,,,
EOG09360N0I,Complete,C0000009901_TRINITY_DN15723_c0_g1,243.1,138
EOG09360N12,Missing,,,
EOG09360N2Y,Complete,C0000010115_TRINITY_DN30566_c0_g1,306.3,205
EOG09360N4L,Duplicated,C0000005024_TRINITY_DN666_c0_g1,308.3,183
EOG09360N4L,Duplicated,C0000010157_TRINITY_DN666_c0_g2,354.8,203
EOG09360N4U,Complete,C0000008806_TRINITY_DN38_c0_g1,326.2,187
EOG09360N69,Complete,C0000011939_TRINITY_DN12923_c0_g1,304.1,144
EOG09360N7D,Missing,,,
EOG09360N7F,Complete,C0000013647_TRINITY_DN2388_c0_g2,425.3,243
EOG09360NB8,Missing,,,
EOG09360NBT,Complete,C0000009379_TRINITY_DN31554_c0_g1,396.5,176
EOG09360NC2,Missing,,,
EOG09360NEY,Missing,,,
EOG09360NF5,Complete,C0000012236_TRINITY_DN11256_c0_g1,281.2,182
EOG09360NFA,Fragmented,C0000005177_TRINITY_DN34128_c0_g1,197.4,104
EOG09360NGB,Complete,C0000012413_TRINITY_DN25749_c0_g1,373.2,205
EOG09360NK5,Complete,C0000010176_TRINITY_DN24973_c0_g1,233.3,126
EOG09360NKM,Duplicated,C0000005699_TRINITY_DN26132_c0_g4,343.3,161
EOG09360NKM,Duplicated,C0000005732_TRINITY_DN26132_c0_g2,343.3,161
EOG09360NKM,Duplicated,C0000005766_TRINITY_DN26132_c0_g3,343.3,161
EOG09360NKX,Complete,C0000009355_TRINITY_DN15666_c0_g1,293.8,167
EOG09360NM4,Duplicated,C0000008336_TRINITY_DN26938_c0_g1,277.7,198
EOG09360NM4,Duplicated,C0000014057_TRINITY_DN9710_c0_g1,271.9,182
EOG09360NN2,Missing,,,
EOG09360NNQ,Missing,,,
EOG09360NP8,Fragmented,C0000009499_TRINITY_DN10428_c0_g1,190.4,176
EOG09360NQL,Complete,C0000013384_TRINITY_DN25210_c0_g1,433.3,230
EOG09360NR1,Complete,C0000006227_TRINITY_DN24912_c0_g1,245.3,161
EOG09360NSW,Complete,C0000012540_TRINITY_DN381_c0_g2,318.9,152
EOG09360NTO,Complete,C0000012566_TRINITY_DN29501_c0_g1,289.3,151
EOG09360NTY,Missing,,,
EOG09360NUJ,Complete,C0000008765_TRINITY_DN1091_c0_g1,190.8,189
EOG09360NY1,Complete,C0000009178_TRINITY_DN26352_c0_g1,356.0,185
EOG09360NZY,Complete,C0000007806_TRINITY_DN13315_c0_g1,289.1,147
EOG09360O09,Duplicated,C0000015809_TRINITY_DN5637_c0_g1,277.1,194
EOG09360O09,Duplicated,C0000015810_TRINITY_DN5637_c0_g2,276.7,194
EOG09360O0R,Complete,C0000006644_TRINITY_DN4911_c0_g1,168.8,144
EOG09360O2N,Complete,C0000010285_TRINITY_DN34002_c0_g1,155.0,87
EOG09360O4B,Missing,,,
EOG09360O6Q,Complete,C0000019338_TRINITY_DN8192_c0_g1,248.2,164
EOG09360O8P,Complete,C0000007865_TRINITY_DN9146_c0_g2,246.9,173
EOG09360O92,Duplicated,C0000010432_TRINITY_DN6902_c0_g1,280.5,176
EOG09360O92,Duplicated,C0000010433_TRINITY_DN6902_c0_g2,280.5,176
EOG09360OA3,Complete,C0000005551_TRINITY_DN12253_c0_g1,313.4,164
EOG09360OBH,Complete,C0000005447_TRINITY_DN17059_c0_g1,270.3,148
EOG09360OBR,Complete,C0000009913_TRINITY_DN580_c0_g1,300.5,189
EOG09360OC8,Missing,,,
EOG09360OD6,Missing,,,
EOG09360OGZ,Complete,C0000014499_TRINITY_DN8839_c0_g1,137.7,82
EOG09360OHU,Complete,C0000005162_TRINITY_DN6398_c0_g1,271.6,166
EOG09360OIY,Missing,,,
EOG09360OJ7,Complete,C0000009320_TRINITY_DN30895_c0_g1,324.0,173
EOG09360OLE,Complete,C0000002354_TRINITY_DN5901_c0_g1,199.2,132
EOG09360ONA,Complete,C0000020381_TRINITY_DN11314_c1_g1,341.5,163
EOG09360OQ1,Complete,C0000009436_TRINITY_DN13657_c0_g1,232.2,160
EOG09360OQ4,Complete,C0000012780_TRINITY_DN5766_c0_g1,251.4,156
EOG09360OS0,Complete,C0000004554_TRINITY_DN6268_c0_g1,248.6,132
EOG09360OS5,Complete,C0000004945_TRINITY_DN25361_c0_g1,249.1,142
EOG09360OT3,Complete,C0000006801_TRINITY_DN10369_c0_g1,189.3,117
EOG09360OTB,Complete,C0000010181_TRINITY_DN324_c0_g1,266.7,143
EOG09360OW8,Complete,C0000007576_TRINITY_DN6778_c1_g1,298.7,181
EOG09360OWV,Complete,C0000004485_TRINITY_DN5881_c0_g1,211.0,116
EOG09360P08,Missing,,,
EOG09360P0D,Complete,C0000011693_TRINITY_DN29447_c0_g1,284.7,208
EOG09360P3V,Complete,C0000006607_TRINITY_DN17993_c0_g1,256.1,162
EOG09360P5M,Complete,C0000011213_TRINITY_DN34416_c0_g1,305.1,165
EOG09360P6I,Duplicated,C0000010828_TRINITY_DN8843_c0_g1,193.7,161
EOG09360P6I,Duplicated,C0000021131_TRINITY_DN8843_c0_g2,182.5,160
EOG09360P82,Complete,C0000020451_TRINITY_DN9109_c0_g1,246.4,219
EOG09360PA0,Complete,C0000010158_TRINITY_DN3677_c0_g1,234.1,142
EOG09360PFL,Missing,,,
EOG09360PG1,Missing,,,
EOG09360PGO,Complete,C0000006269_TRINITY_DN21003_c0_g1,221.2,137
EOG09360PHQ,Complete,C0000008868_TRINITY_DN2108_c0_g1,283.3,183
EOG09360PKV,Complete,C0000009439_TRINITY_DN1726_c0_g1,291.3,197
EOG09360PLI,Complete,C0000012749_TRINITY_DN10109_c0_g1,249.9,169
EOG09360PLN,Duplicated,C0000002420_TRINITY_DN3863_c0_g1,172.4,92
EOG09360PLN,Duplicated,C0000007047_TRINITY_DN3863_c0_g2,171.4,92
EOG09360PMV,Duplicated,C0000008795_TRINITY_DN2472_c0_g2,262.8,150
EOG09360PMV,Duplicated,C0000009965_TRINITY_DN2472_c0_g1,262.5,150
EOG09360POQ,Complete,C0000001287_TRINITY_DN21983_c0_g1,204.7,143
EOG09360PQE,Complete,C0000014266_TRINITY_DN9744_c0_g1,269.5,157
EOG09360PQR,Complete,C0000012687_TRINITY_DN5579_c0_g1,321.3,219
EOG09360PRE,Fragmented,C0000009460_TRINITY_DN9986_c0_g1,183.6,128
EOG09360PV7,Complete,C0000011602_TRINITY_DN2650_c0_g1,220.1,248
EOG09360PWB,Missing,,,
EOG09360PZZ,Complete,C0000008882_TRINITY_DN25973_c0_g1,343.0,168
EOG09360Q05,Complete,C0000009166_TRINITY_DN222_c0_g1,246.7,128
EOG09360Q0V,Complete,C0000011879_TRINITY_DN935_c0_g1,244.0,172
EOG09360Q2G,Complete,C0000006909_TRINITY_DN29913_c0_g1,68.5,129
EOG09360Q7Y,Complete,C0000008594_TRINITY_DN10388_c0_g1,119.9,82
EOG09360QB9,Duplicated,C0000010875_TRINITY_DN3245_c0_g1,349.5,168
EOG09360QB9,Duplicated,C0000010998_TRINITY_DN3245_c0_g2,349.5,168
EOG09360QE3,Complete,C0000007409_TRINITY_DN9255_c0_g1,145.6,135
EOG09360QEX,Complete,C0000010130_TRINITY_DN30008_c0_g1,244.5,165
EOG09360QFC,Complete,C0000008887_TRINITY_DN3165_c0_g1,244.0,131
EOG09360QGD,Missing,,,
EOG09360QHJ,Duplicated,C0000010039_TRINITY_DN9594_c0_g1,276.8,188
EOG09360QHJ,Duplicated,C0000011714_TRINITY_DN16976_c0_g1,311.0,188
EOG09360QIM,Fragmented,C0000008258_TRINITY_DN1998_c0_g1,191.8,110
EOG09360QMN,Complete,C0000009405_TRINITY_DN12101_c0_g1,186.0,100
EOG09360QMO,Complete,C0000002140_TRINITY_DN1379_c0_g1,204.9,125
EOG09360QNQ,Complete,C0000005817_TRINITY_DN22517_c0_g1,264.9,128
EOG09360QPR,Complete,C0000000536_TRINITY_DN15625_c0_g1,259.5,135
EOG09360QQP,Complete,C0000007401_TRINITY_DN25789_c0_g1,150.7,103
EOG09360QS9,Complete,C0000005539_TRINITY_DN874_c0_g1,220.0,111
EOG09360QVA,Complete,C0000012897_TRINITY_DN34371_c0_g1,232.3,141
EOG09360QWS,Complete,C0000004632_TRINITY_DN7284_c0_g2,263.3,131
EOG09360QXX,Complete,C0000013552_TRINITY_DN9426_c0_g1,235.5,154
EOG09360R2K,Complete,C0000007255_TRINITY_DN24930_c0_g1,279.6,168
EOG09360R4F,Complete,C0000014791_TRINITY_DN31240_c0_g1,397.2,234
EOG09360R4Q,Duplicated,C0000005972_TRINITY_DN1401_c0_g1,247.8,145
EOG09360R4Q,Duplicated,C0000011010_TRINITY_DN1401_c0_g2,246.5,145
EOG09360R4S,Missing,,,
EOG09360R5H,Missing,,,
EOG09360R94,Complete,C0000008610_TRINITY_DN4948_c0_g1,241.5,159
EOG09360RCD,Complete,C0000007179_TRINITY_DN3388_c0_g1,219.7,120
EOG09360RFB,Duplicated,C0000009579_TRINITY_DN6531_c0_g2,293.6,173
EOG09360RFB,Duplicated,C0000009760_TRINITY_DN6531_c0_g1,297.2,173
EOG09360RFQ,Duplicated,C0000014156_TRINITY_DN8530_c0_g2,85.0,90
EOG09360RFQ,Duplicated,C0000014368_TRINITY_DN8530_c0_g1,78.6,90
EOG09360RHO,Complete,C0000014498_TRINITY_DN8790_c0_g1,243.3,159
EOG09360RLS,Missing,,,
EOG09360ROA,Missing,,,
EOG09360ROY,Complete,C0000006302_TRINITY_DN15456_c0_g1,150.9,100
EOG09360RQP,Complete,C0000009094_TRINITY_DN12263_c0_g1,271.2,164
EOG09360RRZ,Complete,C0000004874_TRINITY_DN31483_c0_g1,144.9,97
EOG09360RS5,Complete,C0000005518_TRINITY_DN13175_c0_g1,182.0,148
EOG09360RTI,Duplicated,C0000003536_TRINITY_DN6638_c0_g2,170.1,92
EOG09360RTI,Duplicated,C0000003537_TRINITY_DN6638_c0_g3,171.6,92
EOG09360RTI,Duplicated,C0000003794_TRINITY_DN6638_c0_g1,158.1,92
EOG09360S1U,Complete,C0000020954_TRINITY_DN11174_c0_g1,202.5,116
EOG09360S1W,Complete,C0000008081_TRINITY_DN20374_c0_g1,166.9,102
EOG09360S6Z,Complete,C0000009718_TRINITY_DN9184_c0_g1,196.0,120
EOG09360S81,Complete,C0000006990_TRINITY_DN20228_c0_g1,226.6,119
EOG09360S90,Complete,C0000001650_TRINITY_DN18795_c0_g1,167.7,93
EOG09360S9M,Missing,,,
EOG09360S9S,Complete,C0000006595_TRINITY_DN35077_c0_g1,243.4,131
EOG09360SAC,Complete,C0000006951_TRINITY_DN894_c0_g1,225.1,112
EOG09360SCW,Complete,C0000007652_TRINITY_DN11923_c0_g1,182.2,108
EOG09360SHF,Missing,,,
EOG09360SKX,Complete,C0000004618_TRINITY_DN15642_c0_g1,193.7,109
EOG09360SL9,Complete,C0000009121_TRINITY_DN10635_c0_g1,245.8,153
EOG09360SLX,Fragmented,C0000002628_TRINITY_DN1514_c0_g1,238.4,126
EOG09360SMB,Fragmented,C0000006276_TRINITY_DN35944_c0_g1,142.4,71
EOG09360SN1,Complete,C0000007605_TRINITY_DN34258_c0_g1,153.2,95
EOG09360SS7,Missing,,,
EOG09360SUH,Complete,C0000010772_TRINITY_DN13102_c0_g1,251.4,198
EOG09360SVQ,Missing,,,
EOG09360T01,Complete,C0000009548_TRINITY_DN7031_c0_g1,155.0,104
EOG09360T1O,Duplicated,C0000005705_TRINITY_DN2216_c0_g1,167.5,100
EOG09360T1O,Duplicated,C0000005834_TRINITY_DN2216_c0_g2,167.5,100
EOG09360T3L,Missing,,,
EOG09360T7J,Complete,C0000006903_TRINITY_DN6968_c0_g2,144.7,82
EOG09360TA9,Complete,C0000005088_TRINITY_DN12441_c0_g1,152.8,78
EOG09360TCV,Complete,C0000008183_TRINITY_DN20385_c0_g1,201.0,115
EOG09360TDR,Complete,C0000002409_TRINITY_DN29987_c0_g1,136.1,88
EOG09360TEN,Complete,C0000003745_TRINITY_DN5106_c1_g1,140.9,126
EOG09360TJE,Complete,C0000005888_TRINITY_DN2155_c0_g2,165.8,102
EOG09360TJO,Complete,C0000005191_TRINITY_DN21078_c0_g1,220.0,130
EOG09360TLB,Missing,,,
EOG09360TLR,Missing,,,
EOG09360TMO,Complete,C0000008100_TRINITY_DN8017_c0_g1,254.6,128
EOG09360TUC,Complete,C0000006337_TRINITY_DN20874_c0_g1,216.2,114
EOG09360TV2,Missing,,,
EOG09360TWW,Complete,C0000015835_TRINITY_DN20339_c0_g1,343.3,329
EOG09360TXX,Complete,C0000008707_TRINITY_DN11868_c0_g1,220.7,112
EOG09360TYW,Complete,C0000011660_TRINITY_DN10569_c0_g1,157.8,122
EOG09360TZB,Complete,C0000005609_TRINITY_DN15395_c0_g1,85.4,60
EOG09360U1R,Missing,,,
EOG09360U3T,Complete,C0000002891_TRINITY_DN20135_c0_g1,157.9,108
EOG09360UCM,Complete,C0000004890_TRINITY_DN20713_c0_g1,171.2,102
EOG09360UCN,Complete,C0000002635_TRINITY_DN12651_c0_g1,164.9,85
EOG09360UGG,Complete,C0000007256_TRINITY_DN25071_c0_g2,236.5,116
EOG09360UH0,Complete,C0000001853_TRINITY_DN2599_c0_g1,164.2,90
EOG09360UKB,Complete,C0000007366_TRINITY_DN6729_c0_g1,186.6,146
EOG09360ULO,Complete,C0000003841_TRINITY_DN1517_c0_g1,159.9,111
EOG09360UMZ,Fragmented,C0000003869_TRINITY_DN394_c0_g1,190.5,108
EOG09360UX0,Missing,,,
EOG09360UZA,Complete,C0000004407_TRINITY_DN14987_c0_g1,210.4,120
EOG09360V3N,Complete,C0000014988_TRINITY_DN9681_c0_g1,202.6,115
EOG09360VCN,Complete,C0000002407_TRINITY_DN26871_c0_g1,138.5,89
EOG09360VIC,Complete,C0000006712_TRINITY_DN9246_c0_g1,134.4,64
EOG09360W85,Complete,C0000006138_TRINITY_DN18145_c0_g1,169.7,86
EOG09360WA9,Missing,,,
EOG09360WAP,Complete,C0000006016_TRINITY_DN6967_c0_g1,121.5,128
EOG09360WJ9,Missing,,,
EOG09360WK5,Missing,,,
EOG09360WSA,Complete,C0000005723_TRINITY_DN12654_c0_g1,103.3,54
EOG09360XE7,Complete,C0000004846_TRINITY_DN9310_c0_g2,187.3,114
EOG09360XWE,Duplicated,C0000001268_TRINITY_DN3060_c0_g1,125.5,61
EOG09360XWE,Duplicated,C0000003288_TRINITY_DN3060_c0_g2,125.3,61
EOG09360XXS,Complete,C0000003340_TRINITY_DN7109_c0_g2,128.0,93
EOG09360XZ1,Duplicated,C0000002887_TRINITY_DN17384_c0_g1,140.7,111
EOG09360XZ1,Duplicated,C0000006338_TRINITY_DN21239_c0_g1,144.4,111
EOG09360Y81,Complete,C0000004474_TRINITY_DN24646_c0_g1,157.6,83
EOG09360Y9G,Complete,C0000002898_TRINITY_DN28973_c0_g1,152.2,75
EOG09360YQE,Complete,C0000008685_TRINITY_DN579_c0_g2,179.8,141
EOG09360YWZ,Complete,C0000011675_TRINITY_DN24599_c0_g1,138.0,118
EOG09360ZQE,Missing,,,
EOG09360ZQL,Missing,,,
EOG09360ZSS,Complete,C0000003202_TRINITY_DN8796_c0_g1,58.8,65
